Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Att,Live,Dead,FK,TB,Press,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Cmp,Off,Out,Int,Blocks,Matches
602,Patrick Cutrone\Patrick-Cutrone,it ITA,FWMF,Wolves,eng Premier League,22,1998,0.3,16.7,13.3,3.33,0.00,0.00,6.67,0.00,0.00,0.00,0.00,0.00,0.00,13.3,3.33,0.00,0.00,13.3,0.00,0.00,0.00,13.3,0.00,3.33,0.00,0.00,Matches
603,Patrick Cutrone\Patrick-Cutrone,it ITA,FW,Valencia,es La Liga,22,1998,1.2,16.7,15.0,1.67,0.00,0.00,3.33,1.67,0.83,0.00,0.00,0.00,0.00,10.0,2.50,4.17,0.00,14.2,1.67,0.83,0.00,12.5,0.00,0.00,0.00,0.00,Matches
604,Wylan Cyprien\Wylan-Cyprien,fr FRA,MF,Parma,it Serie A,25,1995,4.6,62.8,57.6,5.22,2.39,0.00,8.70,2.83,0.65,2.83,0.43,1.96,0.22,47.6,6.52,8.70,7.39,53.5,1.52,0.00,0.22,52.8,0.22,0.65,1.09,0.65,Matches
605,Rafael Czichos\Rafael-Czichos,de GER,DF,Köln,de Bundesliga,30,1990,25.1,52.5,50.0,2.55,1.79,0.00,7.09,1.43,0.12,0.00,0.00,0.00,0.00,37.1,4.86,10.6,43.3,4.78,2.59,0.56,0.04,44.7,0.04,0.72,1.16,0.48,Matches
606,Lennart-Marten Czyborra\Lennart-Marten-Czyborra,de GER,DF,Genoa,it Serie A,21,1999,13.0,44.2,35.4,8.85,0.54,0.00,3.85,0.23,1.31,0.00,0.00,0.00,0.00,24.4,10.2,9.62,27.3,6.77,1.54,8.31,0.08,33.0,0.15,0.54,1.23,1.38,Matches
607,Danilo D'Ambrosio\Danilo-DAmbrosio,it ITA,DF,Inter,it Serie A,31,1988,7.8,62.3,57.6,4.74,2.44,0.00,7.05,1.03,1.03,0.00,0.00,0.00,0.00,48.8,7.95,5.51,13.5,44.1,0.64,2.31,0.64,56.2,0.26,0.00,1.54,1.03,Matches
608,Damien Da Silva\Damien-Da-Silva,fr FRA,DF,Rennes,fr Ligue 1,32,1988,29.6,66.9,65.7,1.15,1.11,0.14,4.43,2.03,0.24,0.00,0.00,0.00,0.00,52.3,4.19,10.4,1.39,61.3,2.80,0.03,0.10,59.7,0.03,0.88,0.54,0.47,Matches
609,Bryan Dabo\Bryan-Dabo,bf BFA,MF,Benevento,it Serie A,28,1992,12.4,47.1,45.6,1.45,1.05,0.00,8.87,0.65,1.13,0.08,0.00,0.08,0.00,32.1,6.69,8.31,9.11,31.6,2.42,0.24,0.16,36.8,0.16,1.13,1.21,1.37,Matches
610,Moanes Dabour\Moanes-Dabour,il ISR,FW,Hoffenheim,de Bundesliga,28,1992,11.1,31.1,29.6,1.44,0.27,0.18,7.93,0.09,0.72,0.09,0.09,0.00,0.00,20.1,6.94,4.05,2.07,25.5,1.08,0.45,0.54,22.8,0.00,0.27,0.72,1.53,Matches
611,Colin Dagba\Colin-Dagba,fr FRA,DF,Paris S-G,fr Ligue 1,21,1998,15.1,62.6,55.0,7.62,0.79,0.00,4.30,0.33,2.12,0.00,0.00,0.00,0.00,49.5,8.94,4.17,6.23,48.9,0.60,6.82,0.07,55.7,0.00,0.60,1.13,1.59,Matches
612,Finn Dahmen\Finn-Dahmen,de GER,GK,Mainz 05,de Bundesliga,22,1998,3.0,28.7,18.0,10.7,1.67,0.00,1.67,1.67,0.00,0.00,0.00,0.00,0.00,19.7,2.00,7.00,6.67,16.0,0.00,0.00,5.33,22.3,0.00,0.67,0.00,0.00,Matches
613,Mahmoud Dahoud\Mahmoud-Dahoud,de GER,MF,Dortmund,de Bundesliga,24,1996,14.0,65.2,64.4,0.79,0.79,0.21,10.7,2.00,0.50,0.00,0.00,0.00,0.00,53.6,5.07,6.57,7.21,55.6,1.57,0.00,0.21,56.1,0.14,1.14,1.00,1.29,Matches
614,Leon Dajaku\Leon-Dajaku,de GER,FW,Union Berlin,de Bundesliga,19,2001,0.4,32.5,32.5,0.00,0.00,0.00,2.50,0.00,0.00,0.00,0.00,0.00,0.00,25.0,7.50,0.00,2.50,27.5,0.00,0.00,0.00,27.5,0.00,0.00,0.00,2.50,Matches
615,Stuart Dallas\Stuart-Dallas,nir NIR,DFMF,Leeds United,eng Premier League,29,1991,37.9,58.4,52.5,5.91,0.58,0.05,7.92,1.45,1.48,0.45,0.40,0.00,0.00,39.4,10.8,8.23,10.3,40.4,1.85,4.88,0.16,47.8,0.18,1.06,1.35,1.48,Matches
616,Diogo Dalot\Diogo-Dalot,pt POR,DF,Milan,it Serie A,21,1999,12.1,50.5,41.5,9.01,0.58,0.08,6.03,2.23,2.81,0.25,0.00,0.08,0.00,28.3,8.02,14.2,4.96,34.0,2.31,8.18,0.00,38.3,0.17,1.07,1.57,1.49,Matches
617,Mikkel Damsgaard\Mikkel-Damsgaard,dk DEN,MFFW,Sampdoria,it Serie A,20,2000,19.7,37.9,35.5,2.34,0.30,0.15,7.61,1.17,1.78,1.27,0.76,0.25,0.05,25.6,5.63,6.60,4.67,29.9,1.32,0.56,0.46,26.8,0.10,0.66,1.32,1.62,Matches
618,Flavius Daniliuc\Flavius-Daniliuc,at AUT,DF,Nice,fr Ligue 1,19,2001,16.4,67.3,63.5,3.84,1.22,0.00,5.12,1.71,0.12,0.00,0.00,0.00,0.00,53.9,5.98,7.44,6.04,56.0,2.01,2.62,0.00,59.4,0.00,0.61,1.28,0.67,Matches
619,Danilo\Danilo,br BRA,DF,Juventus,it Serie A,29,1991,32.4,76.7,70.6,6.11,1.33,0.09,6.70,1.30,0.86,0.06,0.03,0.00,0.00,58.0,9.69,9.01,9.38,60.3,1.36,4.69,0.40,67.7,0.15,0.96,1.57,1.02,Matches
620,Scott Dann\Scott-Dann,eng ENG,DF,Crystal Palace,eng Premier League,33,1987,15.0,40.3,38.3,2.00,1.87,0.07,4.13,0.40,0.00,0.00,0.00,0.00,0.00,26.6,4.20,9.47,4.53,30.6,2.93,0.13,0.27,33.9,0.00,0.87,0.60,0.40,Matches
621,Tiago Dantas\Tiago-Dantas,pt POR,MF,Bayern Munich,de Bundesliga,19,2000,0.8,43.8,40.0,3.75,0.00,1.25,7.50,1.25,1.25,2.50,2.50,0.00,0.00,33.8,2.50,7.50,6.25,37.5,0.00,0.00,0.00,35.0,0.00,0.00,1.25,1.25,Matches
622,Dante\Dante,br BRA,DF,Nice,fr Ligue 1,36,1983,8.6,80.8,79.3,1.51,1.40,0.12,8.37,2.56,0.00,0.00,0.00,0.00,0.00,65.8,6.40,8.60,64.1,13.0,1.63,0.12,0.47,73.3,0.12,0.93,0.12,0.35,Matches
623,Andrea Danzi\Andrea-Danzi,it ITA,MFDF,Hellas Verona,it Serie A,21,1999,1.2,32.5,32.5,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,16.7,6.67,9.17,9.17,20.8,0.83,0.00,0.83,20.8,1.67,0.00,0.00,4.17,Matches
624,Ebrima Darboe\Ebrima-Darboe,gm GAM,MF,Roma,it Serie A,19,2001,3.6,71.9,71.7,0.28,0.28,0.00,11.7,1.11,0.00,0.00,0.00,0.00,0.00,65.6,4.17,2.22,5.83,64.2,0.56,0.00,0.83,68.6,0.00,0.28,0.83,0.56,Matches
625,Márton Dárdai\Marton-Dardai,de GER,DF,Hertha BSC,de Bundesliga,18,2002,9.1,55.6,51.4,4.18,2.42,0.22,6.26,2.97,0.88,1.54,0.99,0.33,0.22,35.9,4.07,15.6,48.0,5.38,1.32,0.22,0.00,44.6,0.11,0.88,1.10,0.66,Matches
626,Vladimír Darida\Vladimir-Darida,cz CZE,MF,Hertha BSC,de Bundesliga,29,1990,21.1,47.1,42.9,4.17,1.94,0.19,7.06,2.32,2.13,1.14,0.24,0.47,0.19,27.6,7.54,11.9,10.2,32.9,1.52,1.00,0.47,34.1,0.24,0.95,0.95,1.94,Matches
627,Karl Darlow\Karl-Darlow,eng ENG,GK,Newcastle Utd,eng Premier League,29,1990,25.0,29.0,16.1,13.0,4.16,0.00,1.00,0.56,0.00,0.00,0.00,0.00,0.00,7.00,0.96,21.1,1.28,21.9,0.04,0.00,3.52,14.6,0.32,0.72,0.28,0.16,Matches
628,Matteo Darmian\Matteo-Darmian,it ITA,DF,Inter,it Serie A,30,1989,12.9,40.3,32.4,7.91,0.62,0.00,5.74,0.39,2.17,0.00,0.00,0.00,0.00,25.2,9.07,6.05,8.37,22.9,0.70,7.29,0.08,32.6,0.31,0.54,0.93,1.40,Matches
629,Matteo Darmian\Matteo-Darmian,it ITA,DF,Parma,it Serie A,30,1989,2.3,43.5,34.8,8.70,0.87,0.00,3.48,0.43,0.00,0.00,0.00,0.00,0.00,25.7,8.70,9.13,6.09,28.3,0.87,7.83,0.00,33.9,0.43,0.87,1.30,2.17,Matches
630,Jonathan David\Jonathan-David,ca CAN,FW,Lille,fr Ligue 1,20,2000,26.2,22.2,21.3,0.88,0.00,0.04,5.04,0.15,0.27,0.04,0.00,0.00,0.00,16.3,3.93,1.98,4.85,14.9,1.18,0.31,0.19,17.3,0.04,0.11,0.88,1.03,Matches
631,Alphonso Davies\Alphonso-Davies,ca CAN,DF,Bayern Munich,de Bundesliga,19,2000,19.6,76.7,66.4,10.4,1.79,0.00,8.11,0.77,1.43,0.00,0.00,0.00,0.00,59.7,11.8,5.20,53.8,12.4,1.17,8.57,0.10,68.3,0.05,0.77,1.53,1.68,Matches
632,Ben Davies\Ben-Davies,wal WAL,DF,Tottenham,eng Premier League,27,1993,15.0,52.2,42.5,9.73,0.80,0.07,3.80,0.53,1.60,0.07,0.07,0.00,0.00,30.1,11.3,10.7,36.3,4.27,1.80,8.87,0.00,40.7,0.07,0.53,0.93,2.00,Matches
633,Tom Davies\Tom-Davies,eng ENG,MF,Everton,eng Premier League,22,1998,15.8,43.3,42.5,0.76,0.44,0.13,7.03,0.95,0.32,0.00,0.00,0.00,0.00,32.8,4.56,5.95,5.57,34.2,2.91,0.25,0.13,36.3,0.06,0.70,1.08,1.52,Matches
634,Keinan Davis\Keinan-Davis,eng ENG,FWMF,Aston Villa,eng Premier League,22,1998,3.1,25.5,25.2,0.32,0.00,0.00,12.6,0.32,1.94,0.00,0.00,0.00,0.00,17.7,4.52,3.23,18.1,1.94,0.32,0.00,0.97,18.7,0.00,0.32,0.65,1.61,Matches
635,Leif Davis\Leif-Davis,eng ENG,DF,Leeds United,eng Premier League,20,2000,0.4,47.5,47.5,0.00,0.00,0.00,2.50,2.50,0.00,0.00,0.00,0.00,0.00,37.5,7.50,2.50,45.0,0.00,2.50,0.00,0.00,40.0,0.00,0.00,2.50,0.00,Matches
636,Paweł Dawidowicz\Pawel-Dawidowicz,pl POL,DF,Hellas Verona,it Serie A,25,1995,20.7,42.6,40.3,2.27,1.59,0.00,4.54,0.68,0.24,0.05,0.00,0.00,0.00,30.6,4.54,7.39,12.8,24.4,3.19,0.63,0.10,36.4,0.14,0.72,0.43,0.63,Matches
637,Craig Dawson\Craig-Dawson,eng ENG,DF,West Ham,eng Premier League,30,1990,21.4,33.6,32.2,1.36,1.17,0.00,3.55,1.40,0.00,0.00,0.00,0.00,0.00,22.9,3.18,7.52,1.78,28.3,2.06,0.14,0.09,27.7,0.05,0.89,0.51,0.23,Matches
638,Kevin De Bruyne\Kevin-De-Bruyne,be BEL,MF,Manchester City,eng Premier League,29,1991,22.2,63.3,57.1,6.22,1.89,0.95,7.21,2.88,2.93,3.92,1.08,1.44,0.41,46.5,6.22,10.6,7.07,54.1,1.31,0.27,0.18,48.1,0.45,1.26,2.16,3.15,Matches
639,Sebastien De Maio\Sebastien-De-Maio,fr FRA,DF,Udinese,it Serie A,33,1987,9.5,38.7,36.9,1.79,1.68,0.00,4.53,0.21,0.11,0.00,0.00,0.00,0.00,27.2,4.32,7.26,4.21,29.2,3.37,0.11,0.11,33.4,0.11,0.84,0.00,0.21,Matches
640,Rodrigo De Paul\Rodrigo-De-Paul,ar ARG,MF,Udinese,it Serie A,26,1994,35.6,58.8,51.2,7.64,4.21,0.25,8.76,3.65,3.20,3.12,0.87,1.60,0.20,37.0,7.56,14.3,1.18,56.5,0.51,0.31,0.17,43.0,0.42,1.10,2.13,1.97,Matches
641,Mattia De Sciglio\Mattia-De-Sciglio,it ITA,DF,Lyon,fr Ligue 1,27,1992,16.3,58.8,51.3,7.48,0.92,0.06,6.13,1.10,1.47,0.12,0.00,0.06,0.00,40.5,9.14,9.14,12.0,36.7,2.76,6.44,0.06,49.5,0.06,0.98,1.17,1.53,Matches
642,Mattia De Sciglio\Mattia-De-Sciglio,it ITA,DF,Juventus,it Serie A,27,1992,0.3,40.0,40.0,0.00,0.00,0.00,10.0,0.00,3.33,0.00,0.00,0.00,0.00,26.7,10.0,3.33,10.0,26.7,3.33,0.00,0.00,30.0,0.00,0.00,0.00,3.33,Matches
643,Lorenzo De Silvestri\Lorenzo-De-Silvestri,it ITA,DF,Bologna,it Serie A,32,1988,23.8,52.8,43.7,9.03,1.13,0.00,5.42,0.71,1.47,0.00,0.00,0.00,0.00,28.7,9.37,14.7,4.20,36.2,2.94,7.90,0.08,40.0,0.04,1.05,1.22,1.30,Matches
644,Thibault De Smet\Thibault-De-Smet,be BEL,DF,Reims,fr Ligue 1,22,1998,5.5,64.5,54.0,10.5,0.00,0.00,5.45,0.73,1.64,0.00,0.00,0.00,0.00,40.7,10.0,13.8,42.7,9.09,1.64,10.5,0.00,51.3,0.36,1.09,2.18,2.00,Matches
645,Lucas Deaux\Lucas-Deaux,fr FRA,MFDF,Nîmes,fr Ligue 1,31,1988,19.5,51.7,49.5,2.15,1.54,0.00,6.36,3.69,1.08,0.05,0.05,0.00,0.00,34.1,7.74,9.90,6.41,40.3,2.72,0.56,0.31,41.1,0.21,0.82,1.13,1.18,Matches
646,Mathieu Debuchy\Mathieu-Debuchy,fr FRA,DF,Saint-Étienne,fr Ligue 1,35,1985,23.4,54.0,40.1,13.9,1.45,0.00,5.85,2.09,2.61,0.00,0.00,0.00,0.00,23.2,14.1,16.7,1.32,34.5,4.06,12.4,0.21,40.2,0.17,1.15,0.90,2.22,Matches
647,Grégoire Defrel\Gregoire-Defrel,mq MTQ,FWMF,Sassuolo,it Serie A,29,1991,14.9,28.6,27.4,1.14,0.20,0.00,6.51,0.13,0.47,0.00,0.00,0.00,0.00,23.6,3.09,1.88,24.6,2.48,0.74,0.07,0.27,25.0,0.00,0.27,0.34,0.60,Matches
648,Alessandro Deiola\Alessandro-Deiola,it ITA,MF,Spezia,it Serie A,24,1995,4.0,41.3,38.8,2.50,1.00,0.00,7.25,3.75,0.75,1.25,0.00,1.00,0.00,27.0,5.00,9.25,3.75,34.8,1.75,0.25,0.00,31.8,0.00,0.75,0.25,1.50,Matches
649,Alessandro Deiola\Alessandro-Deiola,it ITA,MF,Cagliari,it Serie A,24,1995,6.8,34.4,34.3,0.15,0.00,0.00,8.24,1.18,0.59,0.00,0.00,0.00,0.00,25.3,5.00,4.12,3.53,28.4,1.91,0.00,0.00,29.0,0.00,0.59,0.88,0.44,Matches
650,Romain Del Castillo\Romain-Del-Castillo,fr FRA,MFFW,Rennes,fr Ligue 1,24,1996,7.2,51.5,48.2,3.33,0.97,0.14,9.31,2.08,3.61,1.39,0.56,0.69,0.00,34.3,9.17,8.06,37.9,9.58,2.22,0.97,0.00,36.8,0.00,0.69,2.50,2.78,Matches
651,Lorenzo Del Pinto\Lorenzo-Del-Pinto,it ITA,MF,Benevento,it Serie A,30,1990,0.1,70.0,60.0,10.0,10.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.0,20.0,0.00,0.00,60.0,10.0,0.00,0.00,40.0,0.00,0.00,10.0,0.00,Matches
652,Thomas Delaine\Thomas-Delaine,fr FRA,DF,Metz,fr Ligue 1,28,1992,19.8,41.9,34.6,7.27,0.51,0.00,5.25,1.01,3.48,0.00,0.00,0.00,0.00,24.0,8.79,9.04,20.2,13.5,1.06,6.77,0.05,31.4,0.10,0.76,1.11,1.57,Matches
653,Thomas Delaney\Thomas-Delaney,dk DEN,MF,Dortmund,de Bundesliga,28,1991,14.3,58.2,56.9,1.33,1.12,0.00,7.55,1.54,0.63,0.00,0.00,0.00,0.00,41.8,6.29,10.1,44.3,9.86,2.24,0.14,0.56,48.7,0.28,1.12,1.19,1.05,Matches
654,Liam Delap\Liam-Delap,eng ENG,FW,Manchester City,eng Premier League,17,2003,0.4,17.5,7.50,10.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.5,0.00,0.00,0.00,17.5,0.00,0.00,0.00,12.5,0.00,0.00,0.00,0.00,Matches
655,Jonathan Delaplace\Jonathan-Delaplace,fr FRA,DF,Lorient,fr Ligue 1,34,1986,10.1,51.5,38.7,12.8,0.79,0.00,5.05,0.50,2.67,0.00,0.00,0.00,0.00,25.7,13.1,12.7,5.94,31.8,1.29,12.0,0.10,39.3,0.20,0.69,2.08,1.39,Matches
656,Sacha Delaye\Sacha-Delaye,fr FRA,MF,Montpellier,fr Ligue 1,18,2002,0.1,20.0,20.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.0,0.00,10.0,0.00,20.0,0.00,0.00,0.00,20.0,0.00,0.00,0.00,0.00,Matches
657,Cristian Dell'Orco\Cristian-DellOrco,it ITA,DF,Spezia,it Serie A,26,1994,2.9,49.3,41.0,8.28,2.76,0.00,5.52,2.07,0.00,0.00,0.00,0.00,0.00,28.6,10.0,10.7,31.7,6.21,3.79,5.52,0.34,37.9,0.00,1.03,0.69,1.38,Matches
658,Andy Delort\Andy-Delort,dz ALG,FW,Montpellier,fr Ligue 1,28,1991,27.6,32.4,29.7,2.68,0.22,0.14,8.73,1.05,3.33,0.33,0.11,0.11,0.00,12.4,8.88,11.1,0.87,21.7,3.37,0.25,2.61,20.2,0.04,0.72,0.98,1.85,Matches
659,Fabian Delph\Fabian-Delph,eng ENG,MFDF,Everton,eng Premier League,30,1989,3.0,78.0,74.7,3.33,0.67,0.00,7.00,1.00,1.00,0.00,0.00,0.00,0.00,61.7,6.33,10.0,48.0,26.0,1.33,2.67,0.00,68.7,0.00,1.00,0.67,1.33,Matches
660,Moussa Dembélé\Moussa-Dembele,fr FRA,FW,Lyon,fr Ligue 1,24,1996,7.5,19.5,18.3,1.20,0.13,0.27,5.07,0.13,0.27,0.13,0.00,0.00,0.13,13.5,3.73,2.27,3.20,13.3,0.93,0.00,0.93,13.9,0.00,0.13,0.67,0.67,Matches
661,Moussa Dembélé\Moussa-Dembele,fr FRA,FWMF,Atlético Madrid,es La Liga,24,1996,1.1,30.0,29.1,0.91,0.00,0.00,5.45,0.00,0.91,0.00,0.00,0.00,0.00,16.4,8.18,5.45,0.00,21.8,3.64,0.00,1.82,18.2,0.91,0.00,2.73,0.91,Matches
662,Ousmane Dembélé\Ousmane-Dembele,fr FRA,FWDF,Barcelona,es La Liga,23,1997,19.7,51.9,48.9,2.99,0.36,0.25,6.80,1.42,2.94,1.52,0.36,0.25,0.20,42.0,5.38,4.52,24.7,25.3,0.41,0.96,0.36,42.8,0.05,0.96,1.27,2.13,Matches
663,Merih Demiral\Merih-Demiral,tr TUR,DF,Juventus,it Serie A,22,1998,10.4,61.2,58.8,2.31,1.73,0.00,3.27,1.15,0.00,0.00,0.00,0.00,0.00,52.1,3.37,5.67,7.69,48.8,2.79,0.58,0.00,56.9,0.00,0.58,0.29,0.29,Matches
664,Kerem Demirbay\Kerem-Demirbay,de GER,MF,Leverkusen,de Bundesliga,27,1993,19.4,62.4,55.9,6.49,2.58,0.10,9.74,3.45,1.55,3.04,1.19,0.98,0.36,39.9,8.45,14.0,49.5,9.23,1.86,0.82,0.31,49.1,0.52,0.93,1.49,1.39,Matches
665,Ermedin Demirović\Ermedin-Demirovic,ba BIH,FW,Freiburg,de Bundesliga,22,1998,16.6,16.0,15.1,0.90,0.00,0.18,5.48,0.18,0.66,0.00,0.00,0.00,0.00,9.40,4.04,2.53,0.84,11.7,1.14,0.06,0.36,9.28,0.12,0.36,0.54,1.02,Matches
666,Diego Demme\Diego-Demme,de GER,MF,Napoli,it Serie A,28,1991,17.7,70.7,69.2,1.47,1.41,0.23,8.59,1.53,0.45,0.00,0.00,0.00,0.00,58.3,5.71,6.67,7.06,62.0,1.13,0.06,0.23,63.2,0.34,0.85,1.02,1.13,Matches
667,Jason Denayer\Jason-Denayer,be BEL,DF,Lyon,fr Ligue 1,25,1995,29.0,57.3,56.0,1.31,1.17,0.00,3.17,1.28,0.03,0.00,0.00,0.00,0.00,50.9,2.66,3.72,4.03,50.8,1.41,0.14,0.24,54.9,0.03,0.10,0.24,0.17,Matches
668,Leander Dendoncker\Leander-Dendoncker,be BEL,MFDF,Wolves,eng Premier League,25,1995,27.8,41.8,41.0,0.79,0.76,0.00,6.08,1.12,0.29,0.04,0.00,0.04,0.00,31.0,5.22,5.54,6.76,30.8,2.19,0.00,0.22,36.7,0.00,0.32,0.68,0.54,Matches
669,Kevin Denkey\Kevin-Denkey,tg TOG,FW,Nîmes,fr Ligue 1,19,2000,5.8,19.5,17.4,2.07,0.00,0.00,5.52,0.69,0.86,0.00,0.00,0.00,0.00,12.2,4.31,2.93,3.97,14.0,0.34,0.00,0.34,14.0,0.17,0.52,0.69,0.34,Matches
670,Emmanuel Dennis\Emmanuel-Dennis,ng NGA,FW,Köln,de Bundesliga,22,1997,5.3,26.2,24.0,2.26,0.19,0.00,5.09,0.19,1.70,0.00,0.00,0.00,0.00,18.1,5.28,2.83,4.15,19.2,0.57,0.38,0.94,18.5,0.00,1.13,0.57,1.89,Matches
671,Stefano Denswil\Stefano-Denswil,nl NED,DF,Bologna,it Serie A,27,1993,1.3,60.8,53.8,6.92,3.85,0.00,5.38,3.08,0.00,0.00,0.00,0.00,0.00,46.2,6.15,8.46,46.2,9.23,1.54,3.08,0.00,49.2,0.00,1.54,0.77,4.62,Matches
672,Fabio Depaoli\Fabio-Depaoli,it ITA,DF,Benevento,it Serie A,23,1997,12.4,33.2,27.1,6.13,0.40,0.08,4.11,0.73,1.53,0.16,0.08,0.08,0.00,16.4,7.34,9.52,1.37,24.5,1.13,5.56,0.08,24.4,0.24,0.24,1.13,1.85,Matches
673,Fabio Depaoli\Fabio-Depaoli,it ITA,MF,Sampdoria,it Serie A,23,1997,0.9,16.7,16.7,0.00,0.00,0.00,4.44,0.00,1.11,0.00,0.00,0.00,0.00,13.3,2.22,1.11,2.22,14.4,0.00,0.00,0.00,10.0,0.00,0.00,1.11,2.22,Matches
674,Fabio Depaoli\Fabio-Depaoli,it ITA,DF,Atalanta,it Serie A,23,1997,2.1,49.0,42.4,6.67,0.00,0.00,3.81,0.00,0.48,0.00,0.00,0.00,0.00,36.7,9.05,3.33,0.95,39.5,0.95,6.67,0.48,41.0,0.48,0.48,0.95,1.90,Matches
675,Memphis Depay\Memphis-Depay,nl NED,FW,Lyon,fr Ligue 1,26,1994,32.5,40.0,34.0,6.03,1.78,0.31,8.12,2.06,3.05,3.11,1.20,0.80,0.22,27.9,4.09,8.03,4.80,33.6,0.49,0.28,0.58,28.2,0.25,0.92,1.45,1.82,Matches
676,Clément Depres\Clement-Depres,fr FRA,MF,Nîmes,fr Ligue 1,25,1994,0.2,30.0,30.0,0.00,0.00,0.00,25.0,0.00,0.00,0.00,0.00,0.00,0.00,20.0,10.0,0.00,0.00,30.0,0.00,0.00,0.00,15.0,0.00,0.00,0.00,10.0,Matches
677,Mike van der Hoorn\Mike-van-der-Hoorn,nl NED,DF,Arminia,de Bundesliga,27,1992,15.1,54.8,53.2,1.59,1.59,0.07,8.08,2.25,0.00,0.00,0.00,0.00,0.00,40.9,3.38,10.5,7.22,43.1,2.12,0.00,0.00,47.7,0.20,0.73,0.66,0.33,Matches
678,Kastriot Dermaku\Kastriot-Dermaku,al ALB,DF,Parma,it Serie A,28,1992,1.1,35.5,33.6,1.82,1.82,0.00,3.64,0.91,0.00,0.00,0.00,0.00,0.00,30.9,0.91,3.64,5.45,29.1,0.91,0.00,0.00,31.8,0.00,0.00,0.00,0.91,Matches
679,Kiril Despodov\Kiril-Despodov,bg BUL,FW,Cagliari,it Serie A,23,1996,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
680,Sergiño Dest\Sergino-Dest,us USA,DF,Barcelona,es La Liga,19,2000,21.2,61.4,54.4,7.03,0.28,0.05,5.47,0.19,1.84,0.00,0.00,0.00,0.00,49.2,8.54,3.63,6.65,46.8,1.04,6.75,0.00,54.9,0.09,0.24,1.04,1.79,Matches
681,Mattia Destro\Mattia-Destro,it ITA,FW,Genoa,it Serie A,29,1991,17.8,15.3,13.8,1.52,0.00,0.06,4.10,0.34,0.22,0.00,0.00,0.00,0.00,9.72,3.15,2.47,1.24,10.8,1.18,0.11,0.62,10.8,0.00,0.17,0.45,0.51,Matches
682,Gerard Deulofeu\Gerard-Deulofeu,es ESP,FW,Udinese,it Serie A,26,1994,6.6,37.4,33.3,4.09,0.30,0.30,6.97,1.21,2.12,2.58,1.06,0.61,0.00,28.6,4.09,4.70,3.18,32.9,0.45,0.76,0.15,25.6,0.00,0.45,1.52,3.18,Matches
683,Deyverson\Deyverson,br BRA,FW,Alavés,es La Liga,29,1991,9.7,32.0,30.9,1.03,0.00,0.41,9.59,1.55,1.34,0.00,0.00,0.00,0.00,9.59,8.56,13.8,18.7,1.96,4.95,0.00,0.52,16.0,0.21,1.44,0.93,1.96,Matches
684,Jacopo Dezi\Jacopo-Dezi,it ITA,FWMF,Parma,it Serie A,28,1992,0.9,47.8,38.9,8.89,0.00,0.00,3.33,1.11,3.33,4.44,0.00,0.00,0.00,31.1,6.67,10.0,7.78,38.9,1.11,0.00,0.00,35.6,0.00,1.11,0.00,1.11,Matches
685,Samuel Di Carmine\Samuel-Di-Carmine,it ITA,FW,Hellas Verona,it Serie A,31,1988,5.6,28.0,26.1,1.96,0.00,0.00,12.0,0.00,0.89,0.00,0.00,0.00,0.00,12.1,10.2,5.71,2.86,16.8,2.86,0.00,0.71,17.3,0.00,0.36,0.89,1.61,Matches
686,Samuel Di Carmine\Samuel-Di-Carmine,it ITA,FW,Crotone,it Serie A,31,1988,5.3,19.2,17.0,2.26,0.00,0.00,7.17,0.57,0.57,0.00,0.00,0.00,0.00,12.3,4.53,2.45,2.08,13.8,0.94,0.00,0.57,14.9,0.00,0.19,0.38,0.75,Matches
687,Giovanni Di Lorenzo\Giovanni-Di-Lorenzo,it ITA,DF,Napoli,it Serie A,26,1993,36.0,71.1,60.0,11.1,2.06,0.00,6.92,1.22,1.61,0.00,0.00,0.00,0.00,49.5,13.9,7.69,7.72,52.6,1.00,9.00,0.14,62.0,0.11,0.39,1.42,1.75,Matches
688,Ángel Di María\Angel-Di-Maria,ar ARG,FWMF,Paris S-G,fr Ligue 1,32,1988,20.6,59.1,52.3,6.80,1.50,0.97,7.91,3.20,5.00,3.83,1.99,1.07,0.00,38.9,6.99,13.3,53.3,3.64,0.53,1.36,0.24,43.2,0.34,1.21,1.70,2.72,Matches
689,Alessandro Di Pardo\Alessandro-Di-Pardo,it ITA,MFDF,Juventus,it Serie A,21,1999,0.2,45.0,40.0,5.00,0.00,0.00,10.0,0.00,5.00,0.00,0.00,0.00,0.00,25.0,15.0,5.00,15.0,25.0,0.00,5.00,0.00,25.0,5.00,0.00,5.00,0.00,Matches
