Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Att,Live,Dead,FK,TB,Press,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Cmp,Off,Out,Int,Blocks,Matches
1733,Jonas Michelbrink\Jonas-Michelbrink,de GER,MF,Hertha BSC,de Bundesliga,19,2001,0.4,37.5,35.0,2.50,2.50,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,30.0,5.00,2.50,7.50,25.0,0.00,0.00,2.50,27.5,0.00,2.50,5.00,2.50,Matches
1734,Clément Michelin\Clement-Michelin,fr FRA,DF,Lens,fr Ligue 1,23,1997,12.8,52.5,41.3,11.2,1.64,0.00,5.70,1.95,3.83,1.33,0.70,0.55,0.08,27.7,8.98,15.9,1.88,39.2,2.03,8.20,0.16,38.3,0.39,1.17,0.78,2.19,Matches
1735,Edouard Michut\Edouard-Michut,fr FRA,MF,Paris S-G,fr Ligue 1,17,2003,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1736,Petar Mićin\Petar-Micin,rs SRB,MF,Udinese,it Serie A,21,1998,0.2,45.0,45.0,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,20.0,10.0,15.0,10.0,30.0,5.00,0.00,0.00,40.0,0.00,0.00,5.00,0.00,Matches
1737,Florian Miguel\Florian-Miguel,fr FRA,DF,Nîmes,fr Ligue 1,23,1996,17.1,53.4,49.1,4.27,1.81,0.00,3.63,1.40,0.35,0.00,0.00,0.00,0.00,37.5,4.50,11.4,44.0,4.74,1.46,2.28,0.00,43.8,0.00,1.17,0.70,0.41,Matches
1738,Valentin Mihaila\Valentin-Mihaila,ro ROU,FWMF,Parma,it Serie A,20,2000,7.8,25.6,24.6,1.03,0.00,0.00,3.85,1.03,1.54,0.26,0.13,0.00,0.13,16.4,4.10,5.13,2.05,20.4,2.05,0.51,0.51,17.4,0.13,0.90,1.03,1.92,Matches
1739,Nikola Milenković\Nikola-Milenkovic,rs SRB,DF,Fiorentina,it Serie A,22,1997,33.7,49.2,44.9,4.27,1.60,0.00,5.13,1.48,0.09,0.00,0.00,0.00,0.00,34.8,6.26,8.13,3.56,37.6,3.18,2.67,0.15,42.8,0.12,0.47,0.62,0.59,Matches
1740,Arkadiusz Milik\Arkadiusz-Milik,pl POL,FW,Marseille,fr Ligue 1,26,1994,13.6,22.2,19.9,2.28,0.22,0.00,5.59,0.37,0.37,0.00,0.00,0.00,0.00,14.6,4.63,2.94,16.2,2.94,0.88,0.15,0.88,16.3,0.00,0.51,1.03,1.25,Matches
1741,Sergej Milinković-Savić\Sergej-Milinkovic-Savic,rs SRB,MF,Lazio,it Serie A,25,1995,30.5,59.1,57.8,1.31,0.56,0.20,10.1,2.07,1.61,0.03,0.00,0.00,0.00,36.5,10.6,12.0,10.3,43.1,2.20,0.72,0.59,46.1,0.33,1.08,1.84,1.44,Matches
1742,Vanja Milinković-Savić\Vanja-Milinkovic-Savic,rs SRB,GK,Torino,it Serie A,23,1997,5.0,35.8,25.2,10.6,4.20,0.00,2.20,0.60,0.00,0.00,0.00,0.00,0.00,19.6,0.40,15.8,2.00,28.4,0.20,0.00,3.60,24.2,0.20,1.00,0.20,0.00,Matches
1743,Éder Militão\Eder-Militao,br BRA,DF,Real Madrid,es La Liga,22,1998,12.6,61.0,59.1,1.83,1.11,0.00,4.84,3.49,0.16,0.00,0.00,0.00,0.00,48.9,4.37,7.70,5.40,52.3,1.75,0.71,0.24,55.2,0.08,0.87,0.79,0.63,Matches
1744,Luka Milivojević\Luka-Milivojevic,rs SRB,MF,Crystal Palace,eng Premier League,29,1991,26.2,48.4,44.7,3.78,2.56,0.04,5.65,1.53,0.57,0.88,0.42,0.38,0.00,32.9,5.31,10.2,7.40,37.3,2.48,0.15,0.08,39.3,0.19,0.61,1.22,1.03,Matches
1745,Luis Milla\Luis-Milla,es ESP,MF,Granada,es La Liga,25,1994,13.9,38.5,34.4,4.10,2.59,0.07,7.12,1.94,0.72,1.22,0.36,0.43,0.07,25.0,3.02,10.4,3.45,32.5,1.58,0.07,0.07,29.9,0.36,0.86,1.01,0.72,Matches
1746,Pere Milla\Pere-Milla,es ESP,FWMF,Elche,es La Liga,27,1992,22.0,26.2,25.3,0.95,0.00,0.05,7.82,0.41,0.27,0.00,0.00,0.00,0.00,17.7,4.14,4.41,18.0,4.27,1.64,0.23,0.77,19.3,0.18,0.68,0.91,1.50,Matches
1747,Alejandro Millán\Alejandro-Millan,es ESP,FW,Villarreal,es La Liga,20,1999,0.0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,Matches
1748,Vincenzo Millico\Vincenzo-Millico,it ITA,FWMF,Torino,it Serie A,19,2000,0.2,50.0,45.0,5.00,0.00,0.00,10.0,10.0,0.00,5.00,5.00,0.00,0.00,35.0,5.00,10.0,5.00,45.0,0.00,0.00,0.00,45.0,0.00,5.00,0.00,0.00,Matches
1749,Enzo Millot\Enzo-Millot,fr FRA,MF,Monaco,fr Ligue 1,18,2002,0.5,50.0,38.0,12.0,4.00,0.00,4.00,6.00,2.00,4.00,2.00,0.00,2.00,32.0,8.00,10.0,42.0,4.00,0.00,4.00,0.00,38.0,0.00,0.00,0.00,4.00,Matches
1750,James Milner\James-Milner,eng ENG,MFDF,Liverpool,eng Premier League,34,1986,11.9,76.7,71.1,5.63,1.09,0.25,9.50,1.68,1.43,1.09,0.42,0.50,0.00,55.5,10.4,10.8,6.22,63.9,1.60,3.19,0.17,65.1,0.17,1.01,1.60,2.35,Matches
1751,Santi Mina\Santi-Mina,es ESP,FW,Celta Vigo,es La Liga,24,1995,26.8,22.9,22.1,0.78,0.04,0.00,7.65,0.52,0.34,0.00,0.00,0.00,0.00,12.7,5.86,4.33,1.94,14.9,1.87,0.19,1.04,17.0,0.11,0.60,0.52,0.75,Matches
1752,Yerry Mina\Yerry-Mina,co COL,DF,Everton,eng Premier League,25,1994,21.5,57.1,55.7,1.35,1.16,0.00,4.70,1.21,0.00,0.00,0.00,0.00,0.00,46.9,3.95,6.23,8.56,45.1,2.00,0.09,0.00,51.9,0.00,0.47,0.42,0.42,Matches
1753,Takumi Minamino\Takumi-Minamino,jp JPN,MFFW,Southampton,eng Premier League,25,1995,7.9,32.5,32.3,0.25,0.13,0.13,6.33,0.25,0.89,0.00,0.00,0.00,0.00,23.9,5.06,3.54,8.48,22.0,1.39,0.00,0.13,23.5,0.13,1.39,1.39,1.77,Matches
1754,Takumi Minamino\Takumi-Minamino,jp JPN,MFFW,Liverpool,eng Premier League,25,1995,3.3,42.1,40.9,1.21,0.00,0.00,6.97,0.30,0.91,0.30,0.00,0.00,0.00,28.8,6.97,6.36,6.06,33.6,1.21,0.30,0.00,33.6,0.00,0.91,0.91,1.21,Matches
1755,Tyrone Mings\Tyrone-Mings,eng ENG,DF,Aston Villa,eng Premier League,27,1993,35.5,44.6,43.1,1.58,1.44,0.00,5.30,1.55,0.06,0.00,0.00,0.00,0.00,29.1,3.86,11.7,35.0,5.63,2.68,0.11,0.06,35.5,0.20,1.15,0.65,0.45,Matches
1756,Óscar Mingueza\Oscar-Mingueza,es ESP,DF,Barcelona,es La Liga,21,1999,21.1,79.9,74.7,5.21,1.90,0.14,6.54,0.57,0.66,0.00,0.00,0.00,0.00,68.2,6.68,4.98,8.82,65.6,1.75,3.27,0.09,73.5,0.14,0.81,0.76,1.28,Matches
1757,Rafa Mir\Rafa-Mir,es ESP,FW,Huesca,es La Liga,23,1997,32.0,14.8,13.8,0.97,0.00,0.03,5.03,0.47,0.56,0.00,0.00,0.00,0.00,6.75,4.28,3.72,0.97,8.56,2.09,0.06,0.47,8.75,0.31,0.47,0.31,1.00,Matches
1758,Jorge Miramón\Jorge-Miramon,es ESP,DF,Levante,es La Liga,31,1989,19.2,54.8,44.4,10.5,0.52,0.00,6.20,1.35,2.76,0.05,0.00,0.00,0.00,29.7,13.7,11.5,1.82,40.5,1.93,9.90,0.10,42.9,0.10,1.30,1.25,2.14,Matches
1759,Aleksei Miranchuk\Aleksei-Miranchuk,ru RUS,FWMF,Atalanta,it Serie A,24,1995,7.5,54.4,51.6,2.80,0.67,0.13,11.7,1.07,1.20,1.20,0.40,0.67,0.00,41.5,6.00,6.93,46.5,4.53,0.67,0.53,0.53,42.8,0.27,0.53,1.47,1.60,Matches
1760,Juan Miranda\Juan-Miranda,es ESP,DF,Betis,es La Liga,20,2000,18.4,50.8,40.2,10.6,1.03,0.00,3.97,0.92,2.93,0.11,0.05,0.05,0.00,27.4,10.9,12.5,36.1,1.90,2.12,9.46,0.22,38.1,0.27,0.76,1.68,1.14,Matches
1761,Antonio Mirante\Antonio-Mirante,it ITA,GK,Roma,it Serie A,37,1983,12.8,34.1,23.9,10.2,3.13,0.00,2.34,0.47,0.00,0.00,0.00,0.00,0.00,19.1,2.42,12.6,2.03,25.1,0.00,0.00,5.39,26.6,0.00,0.47,0.23,0.16,Matches
1762,Tyrick Mitchell\Tyrick-Mitchell,eng ENG,DF,Crystal Palace,eng Premier League,20,1999,19.0,41.0,30.8,10.2,0.42,0.00,6.32,0.32,1.16,0.00,0.00,0.00,0.00,21.9,7.84,11.3,28.6,1.37,0.84,9.74,0.00,28.8,0.11,0.58,2.00,2.68,Matches
1763,Aleksandar Mitrović\Aleksandar-Mitrovic,rs SRB,FW,Fulham,eng Premier League,25,1994,15.6,24.6,23.0,1.60,0.06,0.06,8.01,0.19,0.51,0.06,0.00,0.00,0.00,14.2,5.77,4.68,3.08,15.6,1.73,0.19,1.54,18.7,0.13,0.13,0.58,0.58,Matches
1764,Stefan Mitrović\Stefan-Mitrovic,rs SRB,DF,Strasbourg,fr Ligue 1,30,1990,30.9,40.2,38.3,1.84,1.75,0.00,3.69,1.39,0.03,0.00,0.00,0.00,0.00,30.1,3.30,6.80,15.7,21.3,2.39,0.10,0.10,36.2,0.00,0.49,0.42,0.16,Matches
1765,Maximilian Mittelstädt\Maximilian-Mittelstadt,de GER,DF,Hertha BSC,de Bundesliga,23,1997,20.0,56.3,46.2,10.1,1.30,0.05,7.60,2.05,2.45,0.05,0.00,0.00,0.05,29.9,13.0,13.4,36.5,8.30,1.95,8.75,0.10,42.1,0.25,1.10,1.30,2.30,Matches
1766,Henrikh Mkhitaryan\Henrikh-Mkhitaryan,am ARM,FWMF,Roma,it Serie A,31,1989,30.5,40.3,39.3,0.98,0.33,0.23,6.66,0.95,1.44,0.16,0.10,0.03,0.00,29.4,7.02,3.93,7.15,30.8,1.21,0.46,0.36,30.7,0.20,0.66,1.44,1.84,Matches
1767,Jakub Moder\Jakub-Moder,pl POL,DFMF,Brighton,eng Premier League,21,1999,7.2,37.2,36.1,1.11,0.00,0.00,7.22,0.97,1.81,0.00,0.00,0.00,0.00,27.5,5.14,4.58,8.47,26.0,0.97,1.11,0.00,27.8,0.00,0.56,1.67,2.36,Matches
1768,Anthony Modeste\Anthony-Modeste,fr FRA,FWMF,Köln,de Bundesliga,32,1988,2.5,19.2,18.0,1.20,0.00,0.00,6.40,0.00,0.00,0.00,0.00,0.00,0.00,8.40,5.60,5.20,1.60,10.8,1.60,0.00,0.40,11.2,0.00,0.00,0.40,0.80,Matches
1769,Anthony Modeste\Anthony-Modeste,fr FRA,FW,Saint-Étienne,fr Ligue 1,32,1988,3.3,16.4,16.1,0.30,0.00,0.00,8.48,0.61,0.91,0.00,0.00,0.00,0.00,9.09,4.55,2.73,1.52,10.6,0.61,0.00,0.61,9.39,0.00,1.21,0.61,0.61,Matches
1770,Luka Modrić\Luka-Modric,hr CRO,MF,Real Madrid,es La Liga,34,1985,30.4,75.9,71.6,4.31,2.40,0.36,10.4,3.82,1.64,1.41,0.39,0.56,0.03,56.6,8.59,10.7,8.52,65.0,0.92,0.49,0.43,66.0,0.20,1.22,1.45,1.61,Matches
1771,Terem Moffi\Terem-Moffi,ng NGA,FW,Lorient,fr Ligue 1,21,1999,23.0,17.4,15.7,1.78,0.00,0.17,4.65,0.35,0.48,0.00,0.00,0.00,0.00,11.7,3.70,2.09,10.5,4.65,0.87,0.00,0.39,12.4,0.04,0.57,1.00,0.61,Matches
1772,Kevin Möhwald\Kevin-Mohwald,de GER,MF,Werder Bremen,de Bundesliga,27,1993,17.3,57.1,52.9,4.10,3.29,0.17,6.76,1.73,0.87,0.64,0.06,0.29,0.06,42.3,6.59,8.21,2.77,50.6,2.02,0.17,0.40,48.2,0.17,0.81,1.56,1.10,Matches
1773,Niklas Moisander\Niklas-Moisander,fi FIN,DF,Werder Bremen,de Bundesliga,34,1985,13.6,65.1,63.2,1.99,1.99,0.00,6.47,1.69,0.07,0.00,0.00,0.00,0.00,49.5,4.26,11.4,38.4,22.6,3.24,0.00,0.37,58.5,0.00,0.44,0.37,0.51,Matches
1774,Dion Moise Sahi\Dion-Moise-Sahi,ci CIV,FWMF,Strasbourg,fr Ligue 1,18,2001,1.0,30.0,28.0,2.00,0.00,0.00,9.00,0.00,1.00,1.00,0.00,0.00,0.00,23.0,6.00,1.00,15.0,13.0,0.00,0.00,0.00,23.0,0.00,1.00,2.00,1.00,Matches
1775,Johan Mojica\Johan-Mojica,co COL,DF,Elche,es La Liga,27,1992,13.4,52.8,44.0,8.88,1.12,0.00,7.61,0.67,3.51,0.00,0.00,0.00,0.00,27.2,12.2,13.4,39.9,2.54,1.79,7.76,0.15,38.7,0.15,0.90,2.09,2.16,Matches
1776,Johan Mojica\Johan-Mojica,co COL,DFFW,Atalanta,it Serie A,27,1992,3.3,68.8,62.1,6.67,0.00,0.00,6.36,0.00,3.94,0.00,0.00,0.00,0.00,48.2,13.0,7.58,52.7,6.97,1.82,6.67,0.00,55.2,0.00,0.91,0.91,3.03,Matches
1777,Guillem Molina\Guillem-Molina,es ESP,DF,Valencia,es La Liga,20,2000,1.7,41.2,32.4,8.82,1.18,0.00,3.53,0.59,0.00,0.00,0.00,0.00,0.00,25.9,10.0,5.29,1.76,26.5,3.53,7.65,0.00,32.9,0.00,0.59,1.76,1.18,Matches
1778,Jorge Molina\Jorge-Molina,es ESP,FWMF,Granada,es La Liga,38,1982,17.9,26.3,24.4,1.96,0.00,0.22,8.94,0.39,0.34,0.00,0.00,0.00,0.00,13.3,6.54,6.48,6.87,11.6,2.85,0.11,0.73,16.4,0.22,0.56,0.89,1.51,Matches
1779,Nahuel Molina\Nahuel-Molina,ar ARG,DF,Udinese,it Serie A,22,1997,20.3,49.7,40.1,9.56,0.44,0.10,5.17,1.18,3.55,0.00,0.00,0.00,0.00,28.2,12.9,8.67,4.24,34.6,1.23,9.11,0.25,38.5,0.10,0.89,1.58,1.67,Matches
1780,Salvatore Molina\Salvatore-Molina,it ITA,MFDF,Crotone,it Serie A,28,1992,25.7,42.5,39.1,3.39,0.51,0.04,7.63,1.67,2.10,0.35,0.23,0.00,0.04,27.6,6.54,8.29,11.4,26.4,1.36,2.53,0.23,33.1,0.16,1.09,1.05,1.40,Matches
1781,Victor Mollejo\Victor-Mollejo,es ESP,MFDF,Getafe,es La Liga,19,2001,0.8,42.5,38.8,3.75,0.00,0.00,6.25,0.00,2.50,0.00,0.00,0.00,0.00,26.3,7.50,8.75,27.5,5.00,5.00,3.75,0.00,30.0,0.00,0.00,0.00,2.50,Matches
1782,Florent Mollet\Florent-Mollet,fr FRA,MF,Montpellier,fr Ligue 1,28,1991,26.2,48.4,43.7,4.66,2.06,0.08,6.37,2.25,1.72,2.10,0.80,1.18,0.08,35.9,3.85,8.63,5.31,41.3,0.95,0.34,0.15,40.3,0.11,0.76,0.73,1.30,Matches
1783,Jayson Molumby\Jayson-Molumby,ie IRL,MF,Brighton,eng Premier League,20,1999,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Matches
1784,Alkhaly Momo Cissé\Alkhaly-Momo-Cisse,gn GUI,DFFW,Stuttgart,de Bundesliga,17,2002,0.4,45.0,42.5,2.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,37.5,5.00,2.50,20.0,22.5,0.00,2.50,0.00,32.5,0.00,2.50,0.00,7.50,Matches
1785,Jon Moncayola\Jon-Moncayola,es ESP,MF,Osasuna,es La Liga,22,1998,29.6,38.5,37.7,0.81,0.54,0.07,5.54,1.99,0.84,0.03,0.00,0.03,0.00,24.9,5.10,8.58,3.48,31.3,2.47,0.20,0.10,31.6,0.00,0.98,0.64,0.61,Matches
1786,Gabriele Moncini\Gabriele-Moncini,it ITA,FW,Benevento,it Serie A,24,1996,4.0,21.3,20.0,1.25,0.00,0.00,8.25,0.25,0.00,0.00,0.00,0.00,0.00,11.3,5.00,5.00,1.00,12.8,4.00,0.00,1.00,13.0,0.25,0.25,1.00,1.00,Matches
1787,Thomas Monconduit\Thomas-Monconduit,fr FRA,MF,Lorient,fr Ligue 1,29,1991,12.8,53.0,50.6,2.42,1.88,0.08,8.98,2.42,0.47,0.31,0.08,0.16,0.08,38.7,5.39,8.98,8.91,40.9,1.80,0.00,0.39,42.3,0.08,1.41,2.03,1.48,Matches
1788,Kévin Monnet-Paquet\Kevin-Monnet-Paquet,fr FRA,MFFW,Saint-Étienne,fr Ligue 1,31,1988,6.3,35.6,33.5,2.06,0.00,0.00,7.46,0.63,1.90,0.00,0.00,0.00,0.00,23.7,6.98,4.92,3.97,26.3,2.54,2.06,0.00,24.0,0.00,0.48,1.59,3.33,Matches
1789,Nacho Monreal\Nacho-Monreal,es ESP,DF,Real Sociedad,es La Liga,34,1986,23.1,52.5,42.7,9.78,1.08,0.04,5.45,0.30,1.69,0.00,0.00,0.00,0.00,32.3,11.1,9.05,36.3,3.94,2.42,8.70,0.09,42.5,0.26,0.35,0.78,1.86,Matches
1790,Cristóbal Montiel Rodríguez\Cristobal-Montiel-Rodriguez,es ESP,DFFW,Fiorentina,it Serie A,20,2000,0.0,3,2,1,0,0,1,0,0,1,0,0,0,2,0,1,3,0,0,0,0,2,0,0,0,0,Matches
1791,Lorenzo Montipò\Lorenzo-Montipo,it ITA,GK,Benevento,it Serie A,24,1996,37.0,33.4,21.5,11.9,4.51,0.00,1.73,1.14,0.00,0.00,0.00,0.00,0.00,13.3,1.57,18.5,2.84,24.8,0.05,0.00,4.68,21.2,0.14,0.89,0.22,0.08,Matches
1792,Ángel Montoro\Angel-Montoro,es ESP,MF,Granada,es La Liga,32,1988,15.1,49.3,41.5,7.88,4.77,0.26,7.75,4.30,2.05,2.12,0.66,0.60,0.20,26.8,5.76,16.8,4.70,42.3,1.32,0.20,0.13,34.3,0.60,2.12,1.13,1.72,Matches
1793,Martín Montoya\Martin-Montoya,es ESP,DF,Betis,es La Liga,29,1991,2.7,60.4,49.3,11.1,1.48,0.00,5.19,1.11,1.85,0.00,0.00,0.00,0.00,35.6,11.1,13.7,7.41,38.1,2.96,9.63,0.00,46.3,0.37,1.11,1.48,1.48,Matches
1794,Emre Mor\Emre-Mor,tr TUR,FWMF,Celta Vigo,es La Liga,23,1997,5.6,22.1,19.6,2.50,0.71,0.00,4.29,0.36,0.71,0.36,0.36,0.00,0.00,15.9,3.75,2.50,18.6,1.79,0.54,0.36,0.18,17.0,0.00,0.89,1.07,0.36,Matches
1795,Luca Mora\Luca-Mora,it ITA,MF,Spezia,it Serie A,32,1988,1.3,46.2,44.6,1.54,1.54,0.00,9.23,1.54,0.77,0.00,0.00,0.00,0.00,30.0,10.0,6.15,24.6,16.9,2.31,0.00,0.00,31.5,0.00,0.77,0.00,1.54,Matches
1796,Wesley Moraes\Wesley-Moraes,br BRA,MFFW,Aston Villa,eng Premier League,23,1996,0.2,20.0,20.0,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,10.0,10.0,0.00,0.00,20.0,0.00,0.00,0.00,20.0,0.00,0.00,0.00,0.00,Matches
1797,Álvaro Morata\Alvaro-Morata,es ESP,FW,Juventus,it Serie A,27,1992,22.4,27.3,25.8,1.47,0.04,0.22,6.07,0.58,1.25,0.00,0.00,0.00,0.00,18.7,5.45,3.17,3.13,21.3,0.89,0.09,0.85,20.4,0.27,0.18,1.12,1.12,Matches
1798,Jan Morávek\Jan-Moravek,cz CZE,MF,Augsburg,de Bundesliga,30,1989,3.0,48.0,46.3,1.67,1.67,0.00,12.0,0.67,0.00,0.00,0.00,0.00,0.00,25.3,9.33,13.3,5.33,35.7,5.33,0.00,0.33,32.7,0.00,0.67,1.67,2.67,Matches
1799,Jon Morcillo\Jon-Morcillo,es ESP,MFFW,Athletic Club,es La Liga,21,1998,15.1,34.3,30.1,4.24,1.26,0.07,7.28,2.38,5.03,2.58,0.79,1.32,0.07,17.9,5.83,10.5,27.1,4.64,1.26,0.40,0.07,21.1,0.13,0.86,1.06,1.85,Matches
1800,Jérémy Morel\Jeremy-Morel,mg MAD,DF,Lorient,fr Ligue 1,36,1984,27.7,45.7,41.9,3.75,1.73,0.00,6.61,1.08,0.07,0.04,0.00,0.04,0.00,30.2,6.57,8.95,34.7,5.63,2.35,1.99,0.29,38.7,0.04,0.51,0.90,0.87,Matches
1801,Alberto Moreno\Alberto-Moreno,es ESP,DF,Villarreal,es La Liga,28,1992,2.1,47.6,41.4,6.19,0.48,0.00,7.14,1.90,1.90,0.00,0.00,0.00,0.00,31.9,11.0,4.76,40.0,0.00,1.90,5.71,0.00,40.0,0.48,0.95,1.90,1.43,Matches
1802,Álex Moreno\Alex-Moreno,es ESP,DF,Betis,es La Liga,27,1993,19.8,58.5,49.4,9.09,0.61,0.00,6.01,0.96,2.37,0.05,0.00,0.05,0.00,34.5,11.9,12.2,41.3,4.29,3.54,8.43,0.15,45.8,0.25,1.36,0.91,1.77,Matches
1803,Gerard Moreno\Gerard-Moreno,es ESP,FWMF,Villarreal,es La Liga,28,1992,29.7,37.8,37.0,0.74,0.03,0.37,10.3,1.38,1.41,0.03,0.00,0.03,0.00,24.5,7.17,6.06,26.6,7.61,1.41,0.17,0.47,26.0,0.40,0.91,1.78,1.92,Matches
1804,Tete Morente\Tete-Morente,es ESP,MFFW,Elche,es La Liga,23,1996,22.4,33.1,31.5,1.61,0.40,0.00,6.16,1.88,2.37,0.89,0.45,0.18,0.00,21.3,5.76,6.07,5.00,25.0,1.83,0.27,0.27,24.9,0.09,0.71,0.36,1.74,Matches
1805,Mateu Morey\Mateu-Morey,es ESP,DF,Dortmund,de Bundesliga,20,2000,9.2,81.2,72.4,8.80,0.65,0.11,5.65,1.20,2.39,0.00,0.00,0.00,0.00,60.9,10.5,9.78,7.50,63.8,1.20,8.15,0.00,68.4,0.11,0.43,2.72,2.17,Matches
1806,Wes Morgan\Wes-Morgan,jm JAM,DF,Leicester City,eng Premier League,36,1984,0.2,25.0,25.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.0,0.00,15.0,5.00,15.0,5.00,0.00,0.00,25.0,0.00,0.00,0.00,0.00,Matches
1807,Raúl Moro\Raul-Moro,es ESP,MF,Lazio,it Serie A,17,2002,0.1,10.0,10.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.0,0.00,10.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.0,0.00,Matches
1808,Loren Morón\Loren-Moron,es ESP,FWMF,Betis,es La Liga,26,1993,11.0,17.6,16.5,1.18,0.09,0.00,5.55,0.82,0.18,0.00,0.00,0.00,0.00,10.1,4.36,3.18,0.73,13.1,1.00,0.27,0.45,12.4,0.09,0.45,0.27,0.64,Matches
1809,Pedro Mosquera\Pedro-Mosquera,es ESP,MF,Huesca,es La Liga,32,1988,22.8,53.1,49.4,3.73,3.73,0.00,9.47,2.50,0.09,0.00,0.00,0.00,0.00,36.8,4.61,11.7,44.1,5.35,2.72,0.00,0.04,45.6,0.13,0.57,0.92,0.39,Matches
1810,Aimen Moueffek\Aimen-Moueffek,fr FRA,DFMF,Saint-Étienne,fr Ligue 1,19,2001,8.3,44.9,37.7,7.23,0.72,0.00,7.11,0.72,0.12,0.00,0.00,0.00,0.00,28.7,8.80,7.47,5.42,29.5,2.29,6.51,0.12,33.4,0.12,0.96,1.93,1.93,Matches
1811,Youssoufa Moukoko\Youssoufa-Moukoko,de GER,FWMF,Dortmund,de Bundesliga,15,2004,4.7,16.6,15.1,1.49,0.00,0.00,3.19,0.00,0.64,0.00,0.00,0.00,0.00,13.0,2.13,1.49,12.1,3.83,0.21,0.00,0.21,12.8,0.00,0.21,0.21,0.64,Matches
1812,Harold Moukoudi\Harold-Moukoudi,cm CMR,DF,Saint-Étienne,fr Ligue 1,22,1997,25.3,44.8,43.3,1.50,1.30,0.08,4.11,1.78,0.00,0.00,0.00,0.00,0.00,36.7,2.85,5.26,8.66,32.3,2.49,0.20,0.04,40.6,0.00,0.51,0.40,0.47,Matches
1813,Jessy Moulin\Jessy-Moulin,fr FRA,GK,Saint-Étienne,fr Ligue 1,34,1986,29.0,30.4,20.9,9.52,2.55,0.00,1.90,0.97,0.00,0.00,0.00,0.00,0.00,16.1,1.97,12.3,1.28,22.4,0.00,0.00,5.07,21.9,0.07,1.21,0.17,0.10,Matches
1814,Steve Mounié\Steve-Mounie,bj BEN,FW,Brest,fr Ligue 1,25,1994,29.8,25.4,25.0,0.40,0.00,0.00,11.2,0.17,0.44,0.00,0.00,0.00,0.00,11.2,7.45,6.71,2.15,13.4,2.92,0.10,0.40,15.4,0.13,0.97,0.91,0.84,Matches
1815,Mason Mount\Mason-Mount,eng ENG,MFFW,Chelsea,eng Premier League,21,1999,32.1,58.6,52.5,6.11,1.03,0.25,7.04,2.74,2.02,3.86,1.09,1.93,0.22,44.6,5.89,8.13,6.57,49.6,1.21,0.44,0.22,48.2,0.34,0.53,1.37,2.12,Matches
1816,Lucas Moura\Lucas-Moura,br BRA,FWMF,Tottenham,eng Premier League,27,1992,15.7,38.2,36.4,1.78,0.57,0.06,7.83,0.57,0.70,0.64,0.38,0.19,0.00,26.2,6.37,5.61,3.50,31.0,1.85,0.32,0.19,28.5,0.06,0.57,1.53,1.85,Matches
1817,Lys Mousset\Lys-Mousset,fr FRA,FWMF,Sheffield Utd,eng Premier League,24,1996,3.3,15.2,11.8,3.33,0.30,0.00,1.52,0.61,0.00,0.00,0.00,0.00,0.00,12.1,2.12,0.91,1.82,12.4,0.61,0.00,0.30,12.1,0.00,0.30,0.61,0.00,Matches
1818,João Moutinho\Joao-Moutinho,pt POR,MF,Wolves,eng Premier League,33,1986,28.1,64.7,57.4,7.30,3.52,0.14,9.54,2.70,1.53,3.63,0.85,1.49,0.04,42.7,9.36,12.6,3.70,57.6,2.46,0.11,0.18,54.8,0.18,0.82,1.21,1.00,Matches
1819,Samuel Moutoussamy\Samuel-Moutoussamy,cd COD,FW,Nantes,fr Ligue 1,23,1996,0.9,33.3,32.2,1.11,0.00,0.00,4.44,0.00,2.22,0.00,0.00,0.00,0.00,30.0,2.22,1.11,30.0,2.22,0.00,0.00,0.00,28.9,0.00,1.11,0.00,0.00,Matches
1820,Loris Mouyokolo\Loris-Mouyokolo,cg CGO,DF,Lorient,fr Ligue 1,19,2001,0.2,30.0,30.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.0,0.00,15.0,5.00,20.0,5.00,0.00,0.00,15.0,0.00,5.00,0.00,0.00,Matches
1821,Javi Moyano\Javi-Moyano,es ESP,DF,Valladolid,es La Liga,34,1986,1.1,37.3,24.5,12.7,1.82,0.00,5.45,0.91,0.91,0.00,0.00,0.00,0.00,15.5,4.55,17.3,3.64,18.2,1.82,10.9,0.00,25.5,0.00,0.91,0.00,0.91,Matches
