Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xA,A-xA,KP,1/3,PPA,CrsPA,Prog,Matches
2638,Alessandro Tuia\Alessandro-Tuia,it ITA,DF,Benevento,it Serie A,30,1990,19.6,31.7,40.1,79.0,723.5,248.6,7.81,8.57,91.1,16.6,19.4,85.5,6.63,10.9,60.7,0.00,0.01,-0.01,0.15,1.89,0.26,0.05,1.73,Matches
2639,Ľubomír Tupta\Lubomir-Tupta,sk SVK,MF,Hellas Verona,it Serie A,22,1998,0.6,13.3,16.7,80.0,245.0,31.7,6.67,10.0,66.7,5.00,5.00,100.0,1.67,1.67,100.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2640,Tuta\Tuta,br BRA,DF,Eint Frankfurt,de Bundesliga,21,1999,16.2,52.5,61.4,85.5,1062.3,373.0,16.5,18.8,87.8,27.0,29.7,91.1,8.15,11.7,69.8,0.00,0.02,-0.02,0.25,3.27,0.12,0.00,4.57,Matches
2641,Iyenoma Udogie\Iyenoma-Udogie,it ITA,DFMF,Hellas Verona,it Serie A,17,2002,1.9,52.1,61.1,85.3,817.9,220.5,30.0,33.7,89.1,18.4,19.5,94.6,2.63,4.21,62.5,0.00,0.00,0.00,0.53,3.16,0.00,0.00,1.05,Matches
2642,Matthieu Udol\Matthieu-Udol,fr FRA,DF,Metz,fr Ligue 1,24,1996,19.2,41.6,50.9,81.8,721.9,286.5,19.4,21.6,89.9,18.5,21.2,87.5,3.07,6.20,49.6,0.16,0.11,0.04,1.20,1.88,0.99,0.47,3.39,Matches
2643,Naomichi Ueda\Naomichi-Ueda,jp JPN,DF,Nîmes,fr Ligue 1,25,1994,7.9,35.2,43.9,80.1,874.2,276.7,6.33,6.71,94.3,19.5,20.6,94.5,8.73,15.8,55.2,0.00,0.06,-0.06,0.63,2.78,0.51,0.13,2.66,Matches
2644,Chimuanya Ugochukwu\Chimuanya-Ugochukwu,fr FRA,MF,Rennes,fr Ligue 1,16,2004,0.7,48.6,51.4,94.4,872.9,197.1,18.6,20.0,92.9,24.3,24.3,100.0,5.71,7.14,80.0,0.00,0.00,0.00,0.00,1.43,0.00,0.00,1.43,Matches
2645,Hwang Ui-jo\Hwang-Ui-jo,kr KOR,FWMF,Bordeaux,fr Ligue 1,27,1992,27.8,14.3,17.6,81.6,202.0,24.6,8.99,10.2,88.3,4.53,5.43,83.4,0.40,0.83,47.8,0.11,0.08,0.03,0.61,0.32,0.43,0.14,0.76,Matches
2646,Samir Ujkani\Samir-Ujkani,xk KVX,GK,Torino,it Serie A,32,1988,1.0,23.0,28.0,82.1,627.0,415.0,3.00,3.00,100.0,12.0,12.0,100.0,8.00,13.0,61.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2647,Samuel Umtiti\Samuel-Umtiti,fr FRA,DF,Barcelona,es La Liga,26,1993,7.2,80.3,83.9,95.7,1527.6,468.5,28.8,29.7,96.7,44.3,45.6,97.3,7.08,8.19,86.4,0.00,0.00,0.00,0.14,4.72,0.00,0.00,4.17,Matches
2648,Enes Ünal\Enes-Unal,tr TUR,FW,Getafe,es La Liga,23,1997,14.6,15.0,24.0,62.6,202.4,48.2,8.97,12.9,69.7,4.11,7.19,57.1,0.68,1.51,45.5,0.14,0.09,0.05,0.75,1.64,0.21,0.00,1.71,Matches
2649,Cengiz Ünder\Cengiz-Under,tr TUR,MFFW,Leicester City,eng Premier League,23,1997,3.1,29.4,41.6,70.5,501.9,161.0,16.1,19.7,82.0,9.68,12.3,78.9,3.23,6.13,52.6,0.65,0.58,0.06,1.94,1.61,3.23,1.29,3.23,Matches
2650,Dayot Upamecano\Dayot-Upamecano,fr FRA,DF,RB Leipzig,de Bundesliga,21,1998,25.9,75.4,84.6,89.1,1741.0,513.7,16.9,18.9,89.4,41.7,44.9,92.9,16.2,19.7,82.2,0.00,0.03,-0.03,0.31,5.91,0.23,0.00,4.75,Matches
2651,Kacper Urbanski\Kacper-Urbanski,pl POL,MF,Bologna,it Serie A,15,2004,0.0,7,8,87.5,172,20,2,2,100.0,4,4,100.0,1,2,50.0,0,0.0,0.0,0,2,0,0,0,Matches
2652,Mark Uth\Mark-Uth,de GER,FWMF,Schalke 04,de Bundesliga,28,1991,16.6,24.6,33.3,73.9,481.8,116.9,11.3,13.2,85.8,7.77,9.94,78.2,4.82,8.55,56.3,0.06,0.07,-0.01,1.33,2.23,0.60,0.00,2.59,Matches
2653,Tomáš Vaclík\Tomas-Vaclik,cz CZE,GK,Sevilla,es La Liga,31,1989,5.0,24.0,29.2,82.2,608.6,320.0,5.60,5.60,100.0,11.8,12.2,96.7,6.40,11.0,58.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2654,Eugeni Valderrama\Eugeni-Valderrama,es ESP,FWMF,Huesca,es La Liga,26,1994,1.3,53.8,63.1,85.4,1036.2,313.8,18.5,19.2,96.0,29.2,31.5,92.7,5.38,10.0,53.8,0.00,0.08,-0.08,1.54,3.08,0.00,0.00,3.08,Matches
2655,Lautaro Valenti\Lautaro-Valenti,ar ARG,DF,Parma,it Serie A,21,1999,5.5,49.6,60.7,81.7,1160.4,377.6,14.7,16.0,92.0,21.6,24.5,88.1,12.7,18.5,68.6,0.00,0.00,0.00,0.18,2.91,0.18,0.00,2.18,Matches
2656,Antoine Valerio\Antoine-Valerio,fr FRA,MF,Nîmes,fr Ligue 1,20,1999,0.8,17.5,21.3,82.4,357.5,132.5,5.00,5.00,100.0,11.3,12.5,90.0,1.25,3.75,33.3,0.00,0.50,-0.50,2.50,0.00,2.50,1.25,1.25,Matches
2657,Borja Valero\Borja-Valero,es ESP,MFFW,Fiorentina,it Serie A,35,1985,5.5,50.2,56.0,89.6,855.8,198.2,24.5,26.2,93.8,17.6,19.6,89.8,6.18,7.27,85.0,0.00,0.02,-0.02,0.55,4.00,0.18,0.00,3.45,Matches
2658,Yan Valery\Yan-Valery,fr FRA,DFMF,Southampton,eng Premier League,21,1999,1.1,48.2,58.2,82.8,802.7,244.5,22.7,24.5,92.6,23.6,25.5,92.9,1.82,5.45,33.3,0.00,0.00,0.00,0.00,0.00,1.82,0.91,1.82,Matches
2659,Jesús Vallejo\Jesus-Vallejo,es ESP,DF,Granada,es La Liga,23,1997,15.0,24.3,32.1,75.7,627.8,245.1,5.00,6.33,78.9,11.8,13.2,89.4,7.27,12.0,60.6,0.00,0.00,0.00,0.07,1.93,0.20,0.00,2.00,Matches
2660,Manu Vallejo\Manu-Vallejo,es ESP,FW,Valencia,es La Liga,23,1997,10.6,18.0,24.1,74.9,286.4,67.2,9.62,11.9,81.0,5.09,6.42,79.4,1.98,2.74,72.4,0.00,0.03,-0.03,0.47,1.32,1.13,0.09,2.55,Matches
2661,Federico Valverde\Federico-Valverde,uy URU,MF,Real Madrid,es La Liga,22,1998,14.8,46.8,53.4,87.6,849.9,204.3,22.8,24.7,92.6,15.8,18.0,88.0,6.42,7.97,80.5,0.07,0.22,-0.15,1.49,4.66,0.95,0.27,3.85,Matches
2662,Raphaël Varane\Raphael-Varane,fr FRA,DF,Real Madrid,es La Liga,27,1993,30.2,52.6,57.7,91.1,1200.4,326.7,12.3,13.2,92.7,28.6,30.0,95.5,11.5,13.8,83.2,0.00,0.00,-0.00,0.10,3.41,0.03,0.00,2.85,Matches
2663,Jamie Vardy\Jamie-Vardy,eng ENG,FW,Leicester City,eng Premier League,33,1987,31.6,9.49,14.3,66.4,141.7,22.7,5.76,8.07,71.4,2.78,4.08,68.2,0.63,1.04,60.6,0.28,0.16,0.13,0.85,0.41,0.35,0.00,0.79,Matches
2664,Ruben Vargas\Ruben-Vargas,ch SUI,MFFW,Augsburg,de Bundesliga,21,1998,17.9,23.1,30.3,76.4,413.6,90.7,10.8,12.8,84.3,9.72,11.8,82.5,2.40,3.80,63.2,0.17,0.15,0.02,1.40,1.62,1.01,0.06,2.63,Matches
2665,Denis Vavro\Denis-Vavro,sk SVK,DF,Lazio,it Serie A,24,1996,0.4,42.5,42.5,100.0,800.0,210.0,12.5,12.5,100.0,30.0,30.0,100.0,0.00,0.00,,0.00,0.00,0.00,0.00,2.50,0.00,0.00,2.50,Matches
2666,Denis Vavro\Denis-Vavro,sk SVK,DF,Huesca,es La Liga,24,1996,6.8,34.6,44.1,78.3,785.0,250.6,9.12,10.4,87.3,17.9,19.6,91.7,7.21,13.5,53.3,0.00,0.01,-0.01,0.15,3.24,0.15,0.00,2.21,Matches
2667,Franco Vázquez\Franco-Vazquez,ar ARG,FWMF,Sevilla,es La Liga,31,1989,1.8,55.0,62.8,87.6,936.7,197.8,28.3,31.7,89.5,13.3,14.4,92.3,9.44,11.7,81.0,0.00,0.11,-0.11,1.11,2.78,1.11,0.00,4.44,Matches
2668,Kevin Vázquez\Kevin-Vazquez,es ESP,DF,Celta Vigo,es La Liga,27,1993,6.2,43.9,57.1,76.8,683.4,303.2,24.0,27.4,87.6,16.5,20.5,80.3,2.26,5.32,42.4,0.00,0.00,0.00,0.00,1.61,0.32,0.16,2.58,Matches
2669,Lucas Vázquez\Lucas-Vazquez,es ESP,DFFW,Real Madrid,es La Liga,29,1991,20.5,59.4,69.8,85.0,1052.4,315.6,29.4,32.0,91.6,22.3,25.1,88.7,6.63,9.76,68.0,0.24,0.21,0.03,2.15,3.95,2.39,1.02,4.73,Matches
2670,Matías Vecino\Matias-Vecino,uy URU,MF,Inter,it Serie A,28,1991,3.1,34.8,39.4,88.5,587.7,204.8,18.1,19.7,91.8,13.2,15.2,87.2,2.90,3.23,90.0,0.32,0.10,0.23,1.29,2.58,0.32,0.00,3.87,Matches
2671,Koke Vegas\Koke-Vegas,es ESP,GK,Levante,es La Liga,24,1995,1.0,19.0,29.0,65.5,428.0,271.0,7.00,7.00,100.0,8.00,9.00,88.9,3.00,12.0,25.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2672,Gabriel Veiga\Gabriel-Veiga,es ESP,MFDF,Celta Vigo,es La Liga,18,2002,1.3,22.3,27.7,80.6,333.1,70.0,10.0,13.1,76.5,7.69,9.23,83.3,2.31,3.08,75.0,0.00,0.00,0.00,0.77,3.85,0.77,0.00,2.31,Matches
2673,Miloš Veljković\Milos-Veljkovic,rs SRB,DF,Werder Bremen,de Bundesliga,24,1995,19.1,32.7,43.7,74.9,794.7,292.0,6.60,7.75,85.1,17.4,19.6,88.8,8.59,15.7,54.8,0.00,0.00,0.00,0.05,2.36,0.21,0.00,2.51,Matches
2674,Miguel Veloso\Miguel-Veloso,pt POR,MF,Hellas Verona,it Serie A,34,1986,14.6,44.5,56.8,78.2,879.5,230.9,16.3,19.3,84.4,21.2,24.9,85.4,6.16,10.9,56.6,0.14,0.06,0.08,0.68,4.45,0.82,0.27,4.59,Matches
2675,Joël Veltman\Joel-Veltman,nl NED,DF,Brighton,eng Premier League,28,1992,25.3,45.5,58.9,77.3,900.3,359.0,16.3,18.6,87.5,23.0,28.1,81.7,5.93,10.9,54.2,0.04,0.04,-0.00,0.83,3.79,1.38,0.51,4.78,Matches
2676,Unai Vencedor Paris\Unai-Vencedor-Paris,es ESP,MF,Athletic Club,es La Liga,19,2000,18.9,38.4,48.2,79.7,872.2,232.3,11.0,12.9,85.2,19.2,22.1,86.6,8.15,12.1,67.5,0.00,0.01,-0.01,0.32,5.56,0.42,0.00,5.19,Matches
2677,Lorenzo Venuti\Lorenzo-Venuti,it ITA,DF,Fiorentina,it Serie A,25,1995,19.5,29.6,40.5,73.2,510.2,228.9,15.1,17.4,86.5,11.5,15.5,74.3,2.72,5.95,45.7,0.05,0.08,-0.03,0.82,2.31,0.97,0.56,3.49,Matches
2678,Daniele Verde\Daniele-Verde,it ITA,FW,Spezia,it Serie A,24,1996,10.9,28.2,36.6,76.9,529.1,97.1,12.8,15.4,83.3,11.5,13.9,82.8,3.67,6.61,55.6,0.09,0.14,-0.05,0.92,0.83,1.01,0.18,2.29,Matches
2679,Simone Verdi\Simone-Verdi,it ITA,MFFW,Torino,it Serie A,28,1992,18.0,26.6,40.3,66.1,561.3,182.2,11.0,13.1,83.9,8.50,12.3,69.2,6.44,13.1,49.2,0.28,0.30,-0.02,2.89,2.50,1.28,0.56,3.11,Matches
2680,Gonzalo Verdú\Gonzalo-Verdu,es ESP,DF,Elche,es La Liga,31,1988,32.7,41.1,47.4,86.6,976.1,330.6,9.20,9.91,92.9,22.4,23.4,95.9,9.27,13.8,67.2,0.06,0.04,0.02,0.15,1.96,0.18,0.03,1.83,Matches
2681,Jordan Veretout\Jordan-Veretout,fr FRA,MF,Roma,it Serie A,27,1993,22.8,48.9,57.7,84.8,1015.9,262.6,16.7,18.6,89.6,23.1,25.4,91.2,8.73,12.5,69.6,0.09,0.11,-0.02,1.10,5.35,0.53,0.09,4.87,Matches
2682,Edoardo Vergani\Edoardo-Vergani,it ITA,FW,Bologna,it Serie A,19,2001,0.1,20.0,20.0,100.0,290.0,50.0,10.0,10.0,100.0,10.0,10.0,100.0,0.00,0.00,,0.00,0.00,0.00,0.00,10.0,0.00,0.00,0.00,Matches
2683,Marco Verratti\Marco-Verratti,it ITA,MF,Paris S-G,fr Ligue 1,27,1992,16.6,99.6,108.4,91.9,1591.3,457.0,54.1,56.3,96.0,35.3,37.8,93.3,7.83,10.7,73.0,0.12,0.16,-0.04,1.45,10.2,2.11,0.24,8.13,Matches
2684,Valerio Verre\Valerio-Verre,it ITA,MF,Sampdoria,it Serie A,26,1994,11.1,34.5,48.2,71.6,640.5,193.2,15.7,19.2,81.7,11.9,15.9,74.6,5.41,8.92,60.6,0.27,0.16,0.11,1.62,3.78,2.25,0.18,6.22,Matches
2685,Mikel Vesga\Mikel-Vesga,es ESP,MF,Athletic Club,es La Liga,27,1993,19.1,37.4,46.9,79.7,765.5,197.6,13.6,16.3,83.6,16.1,18.8,85.5,6.86,9.58,71.6,0.05,0.05,0.00,0.68,3.93,0.47,0.00,4.45,Matches
2686,Jannik Vestergaard\Jannik-Vestergaard,dk DEN,DF,Southampton,eng Premier League,27,1992,28.6,50.5,59.9,84.3,1045.6,379.4,17.6,19.0,92.6,25.7,28.8,89.0,7.03,11.2,62.6,0.00,0.02,-0.02,0.24,3.43,0.31,0.00,2.55,Matches
2687,Rúben Vezo\Ruben-Vezo,pt POR,DF,Levante,es La Liga,26,1994,25.7,43.8,51.5,85.0,1022.3,361.1,11.0,12.2,90.1,22.5,24.6,91.2,9.96,13.8,72.3,0.00,0.01,-0.01,0.16,3.97,0.19,0.00,3.50,Matches
2688,Guglielmo Vicario\Guglielmo-Vicario,it ITA,GK,Cagliari,it Serie A,23,1996,4.0,17.8,26.8,66.4,635.0,449.0,3.00,3.00,100.0,5.50,5.50,100.0,9.00,18.0,50.0,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.00,Matches
2689,Iñigo Vicente\Inigo-Vicente,es ESP,FWMF,Athletic Club,es La Liga,22,1998,0.6,73.3,101.7,72.1,1518.3,395.0,25.0,30.0,83.3,33.3,43.3,76.9,15.0,26.7,56.3,0.00,0.67,-0.67,6.67,5.00,6.67,1.67,11.7,Matches
2690,Fede Vico\Fede-Vico,es ESP,MFFW,Granada,es La Liga,26,1994,8.5,25.6,37.9,67.7,412.6,119.3,14.6,17.4,83.8,7.76,11.1,70.2,2.59,8.12,31.9,0.00,0.14,-0.14,1.06,2.12,1.29,0.47,2.94,Matches
2691,Aleix Vidal\Aleix-Vidal,es ESP,DF,Sevilla,es La Liga,30,1989,6.6,65.5,76.1,86.1,1224.4,423.5,28.9,32.4,89.3,27.6,30.3,91.0,8.03,11.5,69.7,0.15,0.15,0.00,1.06,4.55,1.21,0.45,6.21,Matches
2692,Arturo Vidal\Arturo-Vidal,cl CHI,MF,Inter,it Serie A,33,1987,12.6,50.6,59.2,85.5,964.6,228.7,21.1,23.9,88.4,20.8,23.9,87.0,7.46,9.21,81.0,0.08,0.10,-0.02,0.79,5.48,1.35,0.32,5.63,Matches
2693,Clément Vidal\Clement-Vidal,fr FRA,DF,Montpellier,fr Ligue 1,20,2000,1.0,25.0,32.0,78.1,576.0,158.0,5.00,5.00,100.0,14.0,15.0,93.3,6.00,12.0,50.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2694,Nacho Vidal\Nacho-Vidal,es ESP,DF,Osasuna,es La Liga,25,1995,26.1,27.4,38.6,71.1,526.3,256.4,11.0,12.7,86.4,12.5,17.0,73.6,3.56,7.28,48.9,0.00,0.07,-0.07,0.57,2.22,0.73,0.31,2.41,Matches
2695,Ronaldo Vieira\Ronaldo-Vieira,gw GNB,MF,Hellas Verona,it Serie A,22,1998,2.5,38.8,48.8,79.5,765.2,208.4,14.8,17.6,84.1,18.8,22.8,82.5,4.40,6.80,64.7,0.00,0.04,-0.04,0.80,4.00,0.40,0.00,3.60,Matches
2696,Luca Vignali\Luca-Vignali,it ITA,DF,Spezia,it Serie A,24,1996,17.7,52.9,65.6,80.6,1064.5,307.5,19.8,22.4,88.4,23.9,27.6,86.5,8.64,13.5,64.0,0.00,0.06,-0.06,0.62,2.88,0.73,0.17,4.12,Matches
2697,Emanuel Vignato\Emanuel-Vignato,it ITA,FWMF,Bologna,it Serie A,19,2000,13.4,39.6,52.8,75.0,696.2,242.3,19.2,23.0,83.4,15.0,19.1,78.5,4.70,8.28,56.8,0.30,0.25,0.05,2.09,3.73,1.64,0.37,5.22,Matches
2698,Toni Villa\Toni-Villa,es ESP,MFFW,Valladolid,es La Liga,25,1995,10.8,27.0,36.2,74.7,463.1,167.2,14.2,17.1,82.7,9.07,11.7,77.8,3.06,5.09,60.0,0.00,0.12,-0.12,1.11,2.59,1.48,0.65,4.72,Matches
2699,Asier Villalibre\Asier-Villalibre,es ESP,FW,Athletic Club,es La Liga,22,1997,17.7,10.7,17.2,62.3,156.6,24.4,6.50,9.44,68.9,3.11,5.42,57.3,0.79,1.30,60.9,0.11,0.11,0.00,0.73,0.45,0.56,0.06,0.90,Matches
2700,Gonzalo Villar\Gonzalo-Villar,es ESP,MF,Roma,it Serie A,22,1998,20.7,55.7,62.1,89.6,1035.0,239.6,22.7,24.9,91.1,25.9,27.9,92.9,6.38,7.83,81.5,0.05,0.05,-0.00,0.43,5.41,0.58,0.10,4.93,Matches
2701,Iván Villar\Ivan-Villar,es ESP,GK,Celta Vigo,es La Liga,23,1997,19.8,20.5,34.5,59.2,627.4,403.3,3.64,3.64,100.0,9.34,9.49,98.4,7.27,21.2,34.4,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,Matches
2702,Rúben Vinagre\Ruben-Vinagre,pt POR,DF,Wolves,eng Premier League,21,1999,1.9,43.2,51.6,83.7,689.5,170.5,23.2,25.3,91.7,16.3,21.1,77.5,3.68,4.74,77.8,0.00,0.00,0.00,0.00,1.05,0.53,0.53,1.05,Matches
2703,Carlos Vinícius\Carlos-Vinicius,br BRA,FW,Tottenham,eng Premier League,25,1995,3.4,7.35,12.9,56.8,101.2,16.8,2.65,5.59,47.4,2.35,3.82,61.5,0.59,1.47,40.0,0.00,0.03,-0.03,0.59,0.59,0.29,0.00,0.88,Matches
2704,Nicolas Viola\Nicolas-Viola,it ITA,MF,Benevento,it Serie A,30,1989,11.5,29.7,44.4,66.9,587.8,219.1,11.4,13.0,87.3,11.7,15.7,74.4,5.39,13.4,40.3,0.17,0.12,0.05,1.48,2.78,0.87,0.09,4.09,Matches
2705,João Virgínia\Joao-Virginia,pt POR,GK,Everton,eng Premier League,20,1999,0.5,18.0,34.0,52.9,620.0,446.0,2.00,2.00,100.0,6.00,6.00,100.0,10.0,26.0,38.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2706,Vitinha\Vitinha,pt POR,MF,Wolves,eng Premier League,20,2000,5.8,49.8,56.7,87.8,831.0,116.9,23.4,26.2,89.5,20.2,21.2,95.1,4.66,6.90,67.5,0.17,0.12,0.05,2.07,3.62,0.52,0.00,2.07,Matches
2707,Vitolo\Vitolo,es ESP,MFFW,Atlético Madrid,es La Liga,30,1989,3.3,38.5,46.7,82.5,519.4,126.4,24.8,29.1,85.4,9.70,10.9,88.9,1.52,3.33,45.5,0.00,0.06,-0.06,0.91,1.82,0.91,0.00,3.64,Matches
2708,Dušan Vlahović\Dusan-Vlahovic,rs SRB,FW,Fiorentina,it Serie A,20,2000,32.5,13.0,19.0,68.2,197.4,21.8,7.75,10.2,76.4,3.66,5.82,63.0,0.98,1.51,65.3,0.09,0.09,0.01,0.52,0.43,0.31,0.03,0.65,Matches
2709,Michel Vlap\Michel-Vlap,nl NED,MFFW,Arminia,de Bundesliga,23,1997,4.1,19.5,28.8,67.8,344.1,94.6,7.32,11.2,65.2,7.07,8.29,85.3,2.93,5.37,54.5,0.24,0.15,0.10,1.95,0.98,0.49,0.00,1.71,Matches
2710,Andreas Voglsammer\Andreas-Voglsammer,de GER,FWMF,Arminia,de Bundesliga,28,1992,11.1,14.1,24.1,58.6,225.7,62.8,8.11,12.5,64.7,4.32,7.57,57.1,1.17,2.61,44.8,0.18,0.16,0.02,0.81,0.72,0.99,0.18,2.16,Matches
2711,Kevin Vogt\Kevin-Vogt,de GER,DF,Hoffenheim,de Bundesliga,28,1991,20.5,64.4,72.2,89.2,1612.6,566.9,12.3,13.0,94.8,33.5,35.5,94.2,18.4,23.3,79.2,0.05,0.03,0.02,0.20,5.17,0.59,0.00,5.56,Matches
2712,Mërgim Vojvoda\Mergim-Vojvoda,xk KVX,DF,Torino,it Serie A,25,1995,15.1,39.6,51.1,77.5,665.6,279.3,20.5,23.8,86.4,15.2,19.2,79.0,3.38,6.62,51.0,0.13,0.06,0.07,0.53,2.32,0.93,0.66,3.44,Matches
2713,Jake Vokins\Jake-Vokins,eng ENG,DF,Southampton,eng Premier League,20,2000,0.7,28.6,31.4,90.9,530.0,164.3,10.0,10.0,100.0,18.6,18.6,100.0,0.00,1.43,0.0,0.00,0.29,-0.29,2.86,0.00,2.86,1.43,4.29,Matches
2714,Kevin Volland\Kevin-Volland,de GER,FWMF,Monaco,fr Ligue 1,28,1992,30.8,17.8,26.1,68.2,276.4,62.8,9.58,12.7,75.6,5.10,7.56,67.4,1.79,2.95,60.4,0.23,0.20,0.03,1.01,1.46,0.97,0.13,2.01,Matches
2715,Stefan de Vrij\Stefan-de-Vrij,nl NED,DF,Inter,it Serie A,28,1992,30.4,60.0,63.4,94.6,1346.5,297.4,12.4,13.2,94.3,36.8,37.9,97.1,10.6,12.0,88.5,0.00,0.01,-0.01,0.23,2.70,0.13,0.03,2.34,Matches
2716,Giacomo Vrioni\Giacomo-Vrioni,al ALB,MF,Juventus,it Serie A,21,1998,0.0,2,2,100.0,14,4,1,1,100.0,0,0,,0,0,,0,0.1,-0.1,1,0,0,0,0,Matches
2717,Šime Vrsaljko\Sime-Vrsaljko,hr CRO,DF,Atlético Madrid,es La Liga,28,1992,5.8,36.4,53.6,67.8,631.2,259.1,16.4,19.5,84.1,17.4,24.5,71.1,2.41,8.28,29.2,0.00,0.00,0.00,0.00,1.21,1.55,0.34,4.66,Matches
2718,Nikola Vukčević\Nikola-Vukcevic,me MNE,MF,Levante,es La Liga,28,1991,9.0,30.4,35.3,86.2,575.4,112.2,12.9,13.7,94.3,13.3,14.9,89.6,4.00,6.11,65.5,0.00,0.02,-0.02,0.56,1.89,0.22,0.11,1.67,Matches
2719,Miloš Vulić\Milos-Vulic,rs SRB,MF,Crotone,it Serie A,23,1996,14.5,31.2,39.2,79.6,555.9,138.0,13.6,15.4,87.9,13.6,16.4,82.8,3.17,5.66,56.1,0.07,0.09,-0.02,1.38,2.14,0.69,0.14,3.59,Matches
2720,Matěj Vydra\Matej-Vydra,cz CZE,FW,Burnley,eng Premier League,28,1992,15.2,12.7,17.5,72.6,160.1,24.7,8.62,11.3,76.2,2.76,3.55,77.8,0.59,0.92,64.3,0.13,0.12,0.01,0.92,0.46,0.59,0.13,0.86,Matches
2721,Franklin Wadja\Franklin-Wadja,cm CMR,MF,Lorient,fr Ligue 1,25,1995,0.4,35.0,52.5,66.7,600.0,240.0,17.5,22.5,77.8,15.0,27.5,54.5,2.50,2.50,100.0,0.00,0.00,0.00,0.00,2.50,0.00,0.00,0.00,Matches
2722,Walace\Walace,br BRA,MF,Udinese,it Serie A,25,1995,22.8,45.7,51.7,88.4,886.4,187.2,17.4,18.9,91.9,19.9,21.6,92.1,7.37,9.08,81.2,0.00,0.03,-0.03,0.39,3.60,0.44,0.09,3.03,Matches
2723,Theo Walcott\Theo-Walcott,eng ENG,MFFW,Southampton,eng Premier League,31,1989,18.0,17.1,23.6,72.4,243.6,51.4,10.2,12.4,82.5,5.28,7.39,71.4,0.72,1.94,37.1,0.17,0.07,0.10,0.94,1.06,0.78,0.22,1.50,Matches
2724,Theo Walcott\Theo-Walcott,eng ENG,FW,Everton,eng Premier League,31,1989,0.1,10.0,10.0,100.0,180.0,100.0,0.00,0.00,,10.0,10.0,100.0,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2725,Kyle Walker\Kyle-Walker,eng ENG,DF,Manchester City,eng Premier League,30,1990,21.6,78.5,87.8,89.4,1566.7,413.9,28.8,31.0,93.0,38.4,41.2,93.4,10.6,13.8,76.5,0.05,0.02,0.02,0.32,8.94,0.56,0.09,4.95,Matches
2726,Kyle Walker-Peters\Kyle-Walker-Peters,eng ENG,DF,Southampton,eng Premier League,23,1997,29.4,44.0,54.9,80.3,734.3,243.6,22.3,24.3,91.6,17.1,21.2,80.9,3.74,6.63,56.4,0.07,0.05,0.02,0.58,2.01,0.54,0.07,3.13,Matches
2727,Sebastian Walukiewicz\Sebastian-Walukiewicz,pl POL,DF,Cagliari,it Serie A,20,2000,18.0,39.7,46.4,85.6,818.0,300.3,12.8,14.3,89.9,20.5,22.8,90.0,6.17,8.83,69.8,0.06,0.00,0.06,0.06,1.50,0.11,0.00,2.06,Matches
2728,Silas Wamangituka\Silas-Wamangituka,cd COD,DFFW,Stuttgart,de Bundesliga,20,1999,21.3,16.2,23.1,69.9,261.4,75.0,8.69,10.7,81.1,6.01,8.36,71.9,1.17,2.44,48.1,0.19,0.24,-0.05,1.08,0.56,0.85,0.42,1.41,Matches
2729,Aaron Wan-Bissaka\Aaron-Wan-Bissaka,eng ENG,DF,Manchester Utd,eng Premier League,22,1997,34.0,52.2,60.7,86.0,789.4,280.9,29.6,32.2,92.1,19.6,22.4,87.5,2.09,3.68,56.8,0.12,0.07,0.05,0.88,2.59,0.97,0.41,3.68,Matches
2730,Joel Ward\Joel-Ward,eng ENG,DF,Crystal Palace,eng Premier League,30,1989,25.1,31.2,43.0,72.7,524.8,258.8,15.6,17.8,87.5,11.8,15.8,74.7,2.91,6.81,42.7,0.04,0.02,0.02,0.28,2.43,0.40,0.08,2.79,Matches
2731,James Ward-Prowse\James-Ward-Prowse,eng ENG,MF,Southampton,eng Premier League,25,1994,38.0,55.7,68.9,80.8,998.7,264.8,24.7,27.4,90.3,24.1,26.6,90.4,5.89,13.1,45.0,0.18,0.11,0.08,1.50,4.08,0.63,0.03,4.08,Matches
2732,Daniel Wass\Daniel-Wass,dk DEN,MFDF,Valencia,es La Liga,31,1989,33.1,38.3,49.6,77.2,691.5,258.3,17.0,19.9,85.4,16.4,19.6,83.7,4.29,8.37,51.3,0.03,0.07,-0.04,1.15,3.41,0.73,0.21,4.23,Matches
